cruise,station,cast,niskin,replicate,filter_size,quality_flag
AR22,,1,1,a,>0,1
AR22,,1,1,b,>0,1
AR22,,1,2,a,>0,3
AR22,,1,2,b,>0,1
AR22,,1,3,a,>0,1
AR22,,1,3,b,>0,1
AR22,,1,4,a,>0,1
AR22,,1,4,b,>0,1
AR22,,1,4,a,<10,2
AR22,,1,4,b,<10,2
AR22,,2,1,a,>0,1
AR22,,2,1,b,>0,1
AR22,,2,2,a,>0,1
AR22,,2,2,b,>0,1
AR22,,2,3,a,>0,1
AR22,,2,3,b,>0,1
AR22,,2,4,a,>0,1
AR22,,2,4,b,>0,1
AR22,,2,5,a,>0,1
AR22,,2,5,b,>0,1
AR22,,2,6,a,>0,2
AR22,,2,6,b,>0,1
AR22,,2,6,a,<10,1
AR22,,2,6,b,<10,2
AR22,,3,1,a,>0,2
AR22,,3,1,b,>0,1
AR22,,3,2,a,>0,2
AR22,,3,2,b,>0,1
AR22,,3,3,a,>0,1
AR22,,3,3,b,>0,1
AR22,,3,4,a,>0,1
AR22,,3,4,b,>0,1
AR22,,3,5,a,>0,1
AR22,,3,5,b,>0,1
AR22,,3,6,a,>0,1
AR22,,3,6,b,>0,1
AR22,,3,6,a,<10,1
AR22,,4,1,a,>0,1
AR22,,4,1,b,>0,1
AR22,,4,2,a,>0,1
AR22,,4,2,b,>0,1
AR22,,4,3,a,>0,1
AR22,,4,3,b,>0,1
AR22,,4,4,a,>0,1
AR22,,4,4,b,>0,1
AR22,,4,5,a,>0,1
AR22,,4,5,b,>0,1
AR22,,4,6,a,>0,1
AR22,,4,6,b,>0,1
AR22,,4,6,a,<10,1
AR22,,4,6,b,<10,1
AR22,,5,1,a,>0,2
AR22,,5,1,b,>0,1
AR22,,5,2,a,>0,2
AR22,,5,2,b,>0,1
AR22,,5,3,a,>0,1
AR22,,5,3,b,>0,1
AR22,,5,4,a,>0,1
AR22,,5,4,b,>0,1
AR22,,5,5,a,>0,1
AR22,,5,5,b,>0,1
AR22,,5,6,a,>0,1
AR22,,5,6,b,>0,1
AR22,,5,6,a,<10,1
AR22,,5,6,b,<10,1
AR22,,6,1,a,>0,1
AR22,,6,1,b,>0,1
AR22,,6,2,a,>0,1
AR22,,6,2,b,>0,1
AR22,,6,3,a,>0,1
AR22,,6,3,b,>0,1
AR22,,6,4,a,>0,1
AR22,,6,4,b,>0,1
AR22,,6,5,a,>0,1
AR22,,6,5,b,>0,
AR22,,6,6,a,>0,1
AR22,,6,6,b,>0,1
AR22,,6,6,a,<10,1
AR22,,6,6,b,<10,1
AR22,,7,2,a,>0,1
AR22,,7,2,b,>0,1
AR22,,7,3,a,>0,1
AR22,,7,3,b,>0,1
AR22,,7,4,a,>0,1
AR22,,7,4,b,>0,1
AR22,,7,5,a,>0,1
AR22,,7,5,b,>0,1
AR22,,7,6,a,>0,1
AR22,,7,6,b,>0,1
AR22,,7,6,a,<10,1
AR22,,7,6,b,<10,1
AR22,,8,1,a,>0,1
AR22,,8,1,b,>0,1
AR22,,8,3,a,>0,1
AR22,,8,3,b,>0,1
AR22,,8,4,a,>0,1
AR22,,8,4,b,>0,1
AR22,,8,5,a,>0,1
AR22,,8,5,b,>0,1
AR22,,8,6,a,>0,1
AR22,,8,6,b,>0,1
AR22,,8,7,a,>0,1
AR22,,8,7,b,>0,1
AR22,,8,7,a,<10,1
AR22,,8,7,b,<10,1
AR22,,9,3,a,>0,2
AR22,,9,3,b,>0,2
AR22,,9,4,a,>0,1
AR22,,9,4,b,>0,1
AR22,,9,5,a,>0,1
AR22,,9,5,b,>0,1
AR22,,9,6,a,>0,1
AR22,,9,6,b,>0,1
AR22,,9,7,a,>0,1
AR22,,9,7,b,>0,1
AR22,,9,8,a,>0,1
AR22,,9,8,b,>0,1
AR22,,9,9,a,>0,1
AR22,,9,9,b,>0,1
AR22,,9,9,a,<10,1
AR22,,9,9,b,<10,1
AR22,,10,2,a,>0,1
AR22,,10,2,b,>0,1
AR22,,10,3,a,>0,1
AR22,,10,3,b,>0,1
AR22,,10,4,a,>0,1
AR22,,10,4,b,>0,1
AR22,,10,5,a,>0,1
AR22,,10,5,b,>0,1
AR22,,10,6,a,>0,1
AR22,,10,6,b,>0,1
AR22,,10,7,a,>0,1
AR22,,10,7,b,>0,1
AR22,,10,8,a,>0,1
AR22,,10,8,b,>0,1
AR22,,10,8,a,<10,1
AR22,,10,8,b,<10,1
AR22,,11,1,a,>0,1
AR22,,11,1,b,>0,1
AR22,,11,2,a,>0,1
AR22,,11,2,b,>0,1
AR22,,11,3,a,>0,1
AR22,,11,3,b,>0,1
AR22,,11,4,a,>0,1
AR22,,11,4,b,>0,1
AR22,,11,5,a,>0,1
AR22,,11,5,b,>0,1
AR22,,11,6,a,>0,1
AR22,,11,6,b,>0,3
AR22,,11,6,a,<10,1
AR22,,11,6,b,<10,1
AR22,,12,1,a,>0,1
AR22,,12,1,b,>0,1
AR22,,12,2,a,>0,1
AR22,,12,2,b,>0,1
AR22,,12,3,a,>0,1
AR22,,12,3,b,>0,1
AR22,,12,4,a,>0,1
AR22,,12,4,b,>0,1
AR22,,12,5,a,>0,1
AR22,,12,5,b,>0,1
AR22,,12,6,a,>0,1
AR22,,12,6,b,>0,1
AR22,,12,6,a,<10,1
AR22,,12,6,b,<10,1
AR24A,,1,2,a,>0,1
AR24A,,1,2,b,>0,1
AR24A,,1,3,a,>0,1
AR24A,,1,3,b,>0,1
AR24A,,1,5,a,>0,1
AR24A,,1,5,b,>0,1
AR24A,,1,7,a,>0,1
AR24A,,1,7,b,>0,
AR24A,,1,7,a,<10,1
AR24A,,1,7,b,<10,
AR24A,,2,1,a,>0,1
AR24A,,2,1,b,>0,1
AR24A,,2,2,a,>0,1
AR24A,,2,2,b,>0,1
AR24A,,2,3,a,>0,1
AR24A,,2,3,b,>0,1
AR24A,,2,6,a,>0,1
AR24A,,2,6,b,>0,1
AR24A,,2,6,a,<10,1
AR24A,,2,6,b,<10,1
AR24A,,5,1,a,>0,1
AR24A,,5,1,b,>0,1
AR24A,,5,2,a,>0,1
AR24A,,5,2,b,>0,1
AR24A,,5,3,a,>0,1
AR24A,,5,3,b,>0,1
AR24A,,5,4,a,>0,1
AR24A,,5,4,b,>0,1
AR24A,,5,6,a,>0,1
AR24A,,5,6,b,>0,1
AR24A,,5,8,a,>0,1
AR24A,,5,8,b,>0,1
AR24A,,5,8,a,<10,2
AR24A,,5,8,b,<10,2
AR24A,,6,1,a,>0,1
AR24A,,6,1,b,>0,1
AR24A,,6,2,a,>0,1
AR24A,,6,2,b,>0,1
AR24A,,6,3,a,>0,1
AR24A,,6,3,b,>0,1
AR24A,,6,3,a,<10,
AR24A,,6,3,b,<10,1
AR24A,,8,3,a,>0,2
AR24A,,8,3,b,>0,2
AR24A,,8,4,a,>0,1
AR24A,,8,4,b,>0,1
AR24A,,8,5,a,>0,1
AR24A,,8,5,b,>0,1
AR24A,,8,5,a,<10,1
AR24A,,8,5,b,<10,1
AR24A,,10,1,a,>0,
AR24A,,10,1,b,>0,
AR24A,,10,2,a,>0,
AR24A,,10,2,b,>0,
AR24A,,10,3,a,>0,1
AR24A,,10,3,b,>0,1
AR24A,,10,4,a,>0,
AR24A,,10,4,b,>0,1
AR24A,,10,5,a,>0,
AR24A,,10,5,b,>0,1
AR24A,,10,5,a,<10,1
AR24A,,10,5,b,<10,1
AR24A,,11,1,a,>0,1
AR24A,,11,1,b,>0,1
AR24A,,11,2,a,>0,1
AR24A,,11,2,b,>0,1
AR24A,,11,3,a,>0,1
AR24A,,11,3,b,>0,1
AR24A,,11,4,a,>0,1
AR24A,,11,4,b,>0,1
AR24A,,11,4,a,<10,1
AR24A,,11,4,b,<10,1
AR24A,,14,2,a,>0,1
AR24A,,14,2,b,>0,1
AR24A,,14,3,a,>0,1
AR24A,,14,3,b,>0,1
AR24A,,14,4,a,>0,1
AR24A,,14,4,b,>0,1
AR24A,,14,4,a,<10,1
AR24A,,14,4,b,<10,1
AR24A,,17,1,a,>0,1
AR24A,,17,1,b,>0,1
AR24A,,17,2,a,>0,1
AR24A,,17,2,b,>0,1
AR24A,,17,3,a,>0,1
AR24A,,17,3,b,>0,1
AR24A,,17,5,a,>0,1
AR24A,,17,5,b,>0,1
AR24A,,17,6,a,>0,1
AR24A,,17,6,b,>0,1
AR24A,,17,6,a,<10,1
AR24A,,17,6,b,<10,1
AR24B,L1,1,1,a,>0,1
AR24B,L1,1,1,b,>0,1
AR24B,L1,1,2,a,>0,1
AR24B,L1,1,2,b,>0,1
AR24B,L1,1,4,a,>0,
AR24B,L1,1,4,b,>0,
AR24B,L1,1,5,a,>0,
AR24B,L1,1,5,b,>0,
AR24B,L1,1,5,a,<10,2
AR24B,L1,1,5,b,<10,2
AR24B,L3,2,1,a,>0,1
AR24B,L3,2,1,b,>0,1
AR24B,L3,2,3,a,>0,1
AR24B,L3,2,3,b,>0,1
AR24B,L3,2,5,a,>0,1
AR24B,L3,2,5,b,>0,1
AR24B,L3,2,7,a,>0,1
AR24B,L3,2,7,b,>0,1
AR24B,L3,2,7,a,<10,1
AR24B,L3,2,7,c,>0,1
AR24B,L10,3,3,a,>0,1
AR24B,L10,3,5,a,>0,1
AR24B,L10,3,5,b,>0,1
AR24B,L10,3,7,a,>0,1
AR24B,L10,3,8,a,>0,1
AR24B,L10,3,10,a,>0,1
AR24B,L10,3,11,a,>0,1
AR24B,L10,3,12,a,>0,1
AR24B,L10,3,12,b,>0,
AR24B,L10,3,12,a,<10,1
AR24B,L10,3,12,b,<10,1
AR24B,,4,4,a,>0,1
AR24B,,4,4,b,>0,1
AR24B,,4,4-6,a,>0,1
AR24B,,4,4-6,b,>0,1
AR24B,,4,7,a,>0,1
AR24B,,4,9,a,>0,2
AR24B,,4,9-10,a,>0,1
AR24B,,4,9-10,b,>0,1
AR24B,,4,10,a,<10,1
AR24B,,4,10,b,<10,1
AR24B,,5,2,a,>0,1
AR24B,,5,3,a,>0,1
AR24B,,5,4,a,>0,1
AR24B,,5,5,a,>0,1
AR24B,,6,2,a,>0,1
AR24B,,6,3,a,>0,1
AR24B,,6,4,a,>0,1
AR24B,,6,5,a,>0,1
AR24B,L8,7,1,a,>0,1
AR24B,L8,7,2,a,>0,1
AR24B,L8,7,3,a,>0,1
AR24B,L8,7,4,a,>0,1
AR24B,L8,7,5,a,>0,1
AR24B,L8,7,6,a,>0,1
AR24B,L8,7,10,a,>0,1
AR24B,L8,7,10,b,>0,1
AR24B,L8,7,10,a,<10,1
AR24B,L8,7,10,b,<10,1
AR24B,,0,0,a,>0,2
AR24B,,0,0,b,>0,2
AR24B,,0,0,a,>0,1
AR24B,,8,4,a,>0,1
AR24B,,8,6,a,>0,1
AR24B,,8,6,b,>0,1
AR24B,,8,8,a,>0,1
AR24B,,8,9,a,>0,1
AR24B,,8,9,b,>0,1
AR24B,,8,9,a,<10,1
AR24B,,8,9,b,<10,1
AR24B,L6,9,3,a,>0,1
AR24B,L6,9,4,a,>0,1
AR24B,L6,9,5,a,>0,1
AR24B,L6,9,7,a,>0,1
AR24B,L6,9,9,a,>0,1
AR24B,L6,9,10,a,>0,1
AR24B,L6,9,12,a,>0,1
AR24B,L6,9,12,b,>0,1
AR24B,L6,9,12,a,<10,1
AR24B,L6,9,12,b,<10,1
AR24B,,10,4,a,>0,1
AR24B,,10,7,a,>0,1
AR24B,,10,7,b,>0,1
AR24B,,10,9,a,>0,1
AR24B,,10,9,b,>0,1
AR24B,,10,10,a,>0,1
AR24B,,10,10,b,>0,1
AR24B,,10,10,a,<10,1
AR24B,,10,10,b,<10,1
AR24B,L13,11,2,a,>0,1
AR24B,L13,11,2,b,>0,1
AR24B,L13,11,5,a,>0,1
AR24B,L13,11,5,b,>0,1
AR24B,L13,11,7,a,>0,1
AR24B,L13,11,7,b,>0,1
AR24B,L13,11,11,a,>0,1
AR24B,L13,11,11,b,>0,1
AR24B,L13,11,11,a,<10,1
AR24B,L13,11,11,b,<10,1
AR24B,,13,4,a,>0,1
AR24B,,13,4,b,>0,1
AR24B,,13,7,a,>0,1
AR24B,,13,7,b,>0,2
AR24B,,13,10,a,>0,1
AR24B,,13,10,b,>0,1
AR24B,,13,10,a,<10,1
AR24B,,13,10,b,<10,1
AR24B,,15,4,a,>0,1
AR24B,,15,4,b,>0,1
AR24B,,15,7,a,>0,1
AR24B,,15,7,b,>0,1
AR24B,,15,10,a,>0,1
AR24B,,15,10,b,>0,1
AR24B,,15,10,a,<10,1
AR24B,,15,10,b,<10,1
AR24B,L12,17,5,a,>0,
AR24B,L12,17,5,b,>0,1
AR24B,L12,17,8,a,>0,1
AR24B,L12,17,8,b,>0,1
AR24B,L12,17,10,a,>0,1
AR24B,L12,17,10,b,>0,1
AR24B,L12,17,10,a,<10,1
AR24B,L12,17,10,b,<10,1
AR24C,,2,3,a,>0,1
AR24C,,2,4,a,>0,1
AR24C,,2,5,a,>0,1
AR24C,,2,6,a,>0,1
AR24C,,2,7,a,>0,1
AR24C,,2,8,a,>0,1
AR24C,,3,5,a,>0,1
AR24C,,3,6,a,>0,1
AR24C,,3,7,a,>0,1
AR24C,,3,8,a,>0,1
AR24C,,4,5,a,>0,1
AR24C,,4,6,a,>0,1
AR24C,,4,7,a,>0,1
AR24C,,4,8,a,>0,1
AR24C,,9,4,a,>0,1
AR24C,,9,5,a,>0,1
AR24C,,9,6,a,>0,1
AR24C,,9,7,a,>0,1
AR24C,,9,8,a,>0,1
AR24C,,10,5,a,>0,1
AR24C,,10,6,a,>0,1
AR24C,,10,7,a,>0,1
AR24C,,10,8,a,>0,1
AR24C,,11,5,a,>0,1
AR24C,,11,6,a,>0,1
AR24C,,11,7,a,>0,1
AR24C,,11,8,a,>0,1
AR24C,,12,3,a,>0,1
AR24C,,12,4,a,>0,1
AR24C,,12,5,a,>0,1
AR24C,,12,6,a,>0,1
AR24C,,12,7,a,>0,1
AR24C,,12,8,a,>0,1
EN608,L1,1,2,a,>0,1
EN608,L1,1,2,b,>0,1
EN608,L1,1,5,a,>0,1
EN608,L1,1,5,b,>0,1
EN608,L1,1,5,a,<10,1
EN608,L1,1,5,b,<10,1
EN608,L1,1,9,a,>0,1
EN608,L1,1,9,b,>0,1
EN608,L1,1,19,a,>0,1
EN608,L1,1,19,b,>0,1
EN608,L1,1,19,a,<10,1
EN608,L1,1,19,b,<10,1
EN608,L2,4,1,a,>0,1
EN608,L2,4,1,b,>0,1
EN608,L2,4,4,a,>0,1
EN608,L2,4,4,b,>0,1
EN608,L2,4,4,a,<10,1
EN608,L2,4,4,b,<10,1
EN608,L2,4,6,a,>0,1
EN608,L2,4,6,b,>0,1
EN608,L2,4,12,a,>0,1
EN608,L2,4,12,b,>0,1
EN608,L2,4,12,a,>5,1
EN608,L2,4,12,b,>5,1
EN608,L2,4,12,a,<10,2
EN608,L2,4,12,b,<10,2
EN608,L2,4,12,a,>20,1
EN608,L2,4,12,b,>20,1
EN608,L3,5,1,a,>0,1
EN608,L3,5,1,b,>0,1
EN608,L3,5,5,a,>0,1
EN608,L3,5,5,b,>0,1
EN608,L3,5,9,a,>0,1
EN608,L3,5,9,b,>0,1
EN608,L3,5,13,a,>0,1
EN608,L3,5,13,b,>0,1
EN608,L4,8,2,a,>0,1
EN608,L4,8,2,b,>0,1
EN608,L4,8,4,a,>0,1
EN608,L4,8,4,b,>0,1
EN608,L4,8,9,a,>0,1
EN608,L4,8,9,b,>0,1
EN608,L4,8,9,a,<10,1
EN608,L4,8,9,b,<10,1
EN608,L4,8,12,a,>0,2
EN608,L4,8,12,b,>0,2
EN608,L4,8,12,a,<10,1
EN608,L4,8,12,b,<10,1
EN608,L4,8,16,a,>0,1
EN608,L4,8,16,b,>0,3
EN608,L4,8,16,a,<10,1
EN608,L4,8,16,b,<10,1
EN608,L5,9,2,a,>0,1
EN608,L5,9,2,b,>0,1
EN608,L5,9,4,a,>0,1
EN608,L5,9,4,b,>0,1
EN608,L5,9,9,a,>0,1
EN608,L5,9,9,b,>0,1
EN608,L5,9,9,a,<10,1
EN608,L5,9,9,b,<10,1
EN608,L5,9,12,a,>0,1
EN608,L5,9,12,b,>0,1
EN608,L5,9,16,a,>0,1
EN608,L5,9,16,b,>0,1
EN608,L5,9,16,a,<10,2
EN608,L5,9,16,b,<10,3
EN608,L6,12,1,a,>0,1
EN608,L6,12,1,b,>0,1
EN608,L6,12,4,a,>0,1
EN608,L6,12,4,b,>0,1
EN608,L6,12,8,a,>0,1
EN608,L6,12,8,b,>0,1
EN608,L6,12,8,a,>5,1
EN608,L6,12,8,b,>5,1
EN608,L6,12,8,a,<10,2
EN608,L6,12,8,b,<10,2
EN608,L6,12,8,b,>20,2
EN608,L6,12,11,a,>0,2
EN608,L6,12,11,b,>0,2
EN608,L6,12,11,a,>5,2
EN608,L6,12,11,a,<10,2
EN608,L6,12,11,b,<10,3
EN608,L6,12,14,a,>0,2
EN608,L6,12,14,b,>0,2
EN608,L6,12,18,a,>0,1
EN608,L6,12,18,b,>0,1
EN608,L6,12,18,a,<10,2
EN608,L6,12,18,b,<10,2
EN608,L7,14,1,a,>0,1
EN608,L7,14,1,b,>0,1
EN608,L7,14,5,a,>0,1
EN608,L7,14,5,b,>0,1
EN608,L7,14,9,a,>0,1
EN608,L7,14,13,a,>0,1
EN608,L7,14,13,b,>0,1
EN608,L7,14,17,a,>0,1
EN608,L7,14,17,b,>0,1
EN608,L7,14,22,a,>0,1
EN608,L7,14,22,b,>0,1
EN608,L8,15,1,a,>0,1
EN608,L8,15,1,b,>0,1
EN608,L8,15,3,a,>0,1
EN608,L8,15,3,b,>0,1
EN608,L8,15,5,a,>0,1
EN608,L8,15,5,b,>0,2
EN608,L8,15,8,a,>0,2
EN608,L8,15,8,b,>0,1
EN608,L8,15,11,a,>0,1
EN608,L8,15,11,b,>0,1
EN608,L8,15,11,a,<10,1
EN608,L8,15,11,b,<10,1
EN608,L8,15,15,a,>0,1
EN608,L8,15,15,b,>0,1
EN608,L8,15,15,a,<10,1
EN608,L8,15,15,b,<10,1
EN608,L8,15,19,a,>0,1
EN608,L8,15,19,b,>0,1
EN608,L8,15,19,a,<10,1
EN608,L8,15,19,b,<10,1
EN608,L11,19,1,a,>0,1
EN608,L11,19,1,b,>0,1
EN608,L11,19,3,a,>0,2
EN608,L11,19,3,b,>0,2
EN608,L11,19,5,a,>0,1
EN608,L11,19,5,b,>0,1
EN608,L11,19,7,a,>0,1
EN608,L11,19,7,b,>0,1
EN608,L11,19,9,a,>0,1
EN608,L11,19,9,b,>0,1
EN608,L11,19,11,a,>0,1
EN608,L11,19,11,b,>0,1
EN608,L11,19,11,a,<10,2
EN608,L11,19,11,b,<10,2
EN608,L11,19,15,a,>0,1
EN608,L11,19,15,b,>0,1
EN608,L11,19,18,a,>0,1
EN608,L11,19,18,b,>0,1
EN608,L11,19,18,a,<10,2
EN608,L11,19,18,b,<10,2
EN608,L10,21,1,a,>0,1
EN608,L10,21,1,b,>0,1
EN608,L10,21,3,a,>0,1
EN608,L10,21,3,b,>0,1
EN608,L10,21,5,a,>0,1
EN608,L10,21,5,b,>0,1
EN608,L10,21,9,a,<10,1
EN608,L10,21,9,b,<10,1
EN608,L10,21,9,a,>0,2
EN608,L10,21,9,b,>0,2
EN608,L10,21,11,a,>0,1
EN608,L10,21,11,b,>0,1
EN608,L10,21,14,a,>0,2
EN608,L10,21,14,b,>0,2
EN608,L10,21,14,a,<10,2
EN608,L10,21,14,b,<10,2
EN608,L10,21,16,a,>0,1
EN608,L10,21,16,b,>0,1
EN608,L10,21,19,a,>0,1
EN608,L10,21,19,b,>0,1
EN608,L10,21,19,a,<10,1
EN608,L10,21,19,b,<10,1
EN608,L9,22,1,a,>0,2
EN608,L9,22,1,b,>0,2
EN608,L9,22,3,a,>0,1
EN608,L9,22,3,b,>0,1
EN608,L9,22,5,a,>0,1
EN608,L9,22,5,b,>0,1
EN608,L9,22,8,a,>0,1
EN608,L9,22,8,b,>0,1
EN608,L9,22,10,a,>0,1
EN608,L9,22,10,b,>0,1
EN608,L9,22,13,a,>0,1
EN608,L9,22,13,b,>0,1
EN608,L9,22,16,a,>0,1
EN608,L9,22,16,b,>0,1
EN608,L9,22,19,a,>0,1
EN608,L9,22,19,b,>0,1
EN608,MVCO,30,1,a,>0,1
EN608,MVCO,30,1,b,>0,1
EN608,MVCO,30,5,a,>0,1
EN608,MVCO,30,5,b,>0,1
EN608,MVCO,30,9,a,>0,1
EN608,MVCO,30,9,b,>0,1
EN608,MVCO,30,9,a,<10,2
EN608,MVCO,30,9,b,<10,2
EN617,L1,1,1,a,>0,1
EN617,L1,1,1,b,>0,1
EN617,L1,1,5,a,>5,1
EN617,L1,1,5,b,>5,1
EN617,L1,1,5,a,>20,1
EN617,L1,1,5,b,>20,2
EN617,L1,1,5,a,>0,1
EN617,L1,1,5,b,>0,1
EN617,L1,1,5,a,<10,1
EN617,L1,1,5,b,<10,1
EN617,L1,1,8,a,>5,1
EN617,L1,1,8,b,>5,1
EN617,L1,1,8,a,>20,1
EN617,L1,1,8,b,>20,1
EN617,L1,1,8,a,>0,1
EN617,L1,1,8,b,>0,1
EN617,L1,1,8,a,<10,1
EN617,L1,1,8,b,<10,1
EN617,L1,1,12,a,>5,1
EN617,L1,1,12,b,>5,1
EN617,L1,1,12,a,>20,2
EN617,L1,1,12,b,>20,2
EN617,L1,1,12,a,>0,3
EN617,L1,1,12,b,>0,1
EN617,L1,1,12,a,<10,1
EN617,L1,1,12,b,<10,1
EN617,L2,2,1,a,>0,1
EN617,L2,2,1,b,>0,1
EN617,L2,2,3,a,>0,1
EN617,L2,2,3,b,>0,1
EN617,L2,2,11,a,>5,1
EN617,L2,2,11,b,>5,1
EN617,L2,2,11,a,>20,1
EN617,L2,2,11,b,>20,1
EN617,L2,2,11,a,>0,1
EN617,L2,2,11,b,>0,1
EN617,L2,2,11,a,<10,1
EN617,L2,2,11,b,<10,1
EN617,L2,2,12,a,>5,1
EN617,L2,2,12,b,>5,1
EN617,L2,2,12,a,>20,2
EN617,L2,2,12,b,>20,1
EN617,L2,2,12,a,>0,1
EN617,L2,2,12,b,>0,1
EN617,L2,2,12,a,<10,1
EN617,L2,2,12,b,<10,1
EN617,L2,2,16,a,>5,1
EN617,L2,2,16,b,>5,1
EN617,L2,2,16,a,>20,1
EN617,L2,2,16,b,>20,1
EN617,L2,2,16,a,>0,1
EN617,L2,2,16,b,>0,3
EN617,L2,2,16,a,<10,1
EN617,L2,2,16,b,<10,1
EN617,L3,5,2,a,>0,1
EN617,L3,5,2,b,>0,1
EN617,L3,5,4,a,>0,1
EN617,L3,5,4,b,>0,1
EN617,L3,5,6,a,>5,2
EN617,L3,5,6,b,>5,2
EN617,L3,5,6,a,>20,1
EN617,L3,5,6,b,>20,1
EN617,L3,5,6,a,>0,1
EN617,L3,5,6,b,>0,1
EN617,L3,5,10,a,>5,1
EN617,L3,5,10,b,>5,1
EN617,L3,5,10,a,>20,2
EN617,L3,5,10,b,>20,2
EN617,L3,5,10,a,>0,1
EN617,L3,5,10,b,>0,1
EN617,L3,5,12,a,>0,1
EN617,L3,5,12,b,>0,1
EN617,L3,5,16,a,>5,1
EN617,L3,5,16,b,>5,1
EN617,L3,5,16,a,>20,1
EN617,L3,5,16,b,>20,1
EN617,L3,5,16,a,>0,1
EN617,L3,5,16,b,>0,1
EN617,L3,5,16,a,<10,1
EN617,L3,5,16,b,<10,1
EN617,L4,8,2,a,>0,1
EN617,L4,8,2,b,>0,1
EN617,L4,8,4,a,>5,1
EN617,L4,8,4,b,>5,1
EN617,L4,8,4,a,>20,1
EN617,L4,8,4,b,>20,3
EN617,L4,8,4,a,>0,1
EN617,L4,8,4,b,>0,1
EN617,L4,8,4,a,<10,1
EN617,L4,8,4,b,<10,1
EN617,L4,8,7,a,>5,1
EN617,L4,8,7,b,>5,1
EN617,L4,8,7,a,>20,1
EN617,L4,8,7,b,>20,1
EN617,L4,8,7,a,>0,1
EN617,L4,8,7,b,>0,1
EN617,L4,8,7,a,<10,1
EN617,L4,8,7,b,<10,1
EN617,L4,8,10,a,>0,1
EN617,L4,8,10,b,>0,1
EN617,L4,8,13,a,>0,2
EN617,L4,8,13,b,>0,2
EN617,L4,8,16,a,>5,1
EN617,L4,8,16,b,>5,1
EN617,L4,8,16,a,>20,3
EN617,L4,8,16,b,>20,1
EN617,L4,8,16,a,>0,1
EN617,L4,8,16,b,>0,1
EN617,L4,8,16,a,<10,1
EN617,L4,8,16,b,<10,1
EN617,L5,9,1,a,>0,1
EN617,L5,9,1,b,>0,1
EN617,L5,9,3,a,>0,1
EN617,L5,9,3,b,>0,1
EN617,L5,9,5,a,>5,1
EN617,L5,9,5,b,>5,1
EN617,L5,9,5,a,>20,1
EN617,L5,9,5,b,>20,1
EN617,L5,9,5,a,>0,1
EN617,L5,9,5,b,>0,1
EN617,L5,9,7,a,>5,1
EN617,L5,9,7,b,>5,1
EN617,L5,9,7,a,>20,1
EN617,L5,9,7,b,>20,1
EN617,L5,9,7,a,>0,1
EN617,L5,9,7,b,>0,1
EN617,L5,9,7,a,<10,1
EN617,L5,9,7,b,<10,1
EN617,L5,9,9,a,>0,1
EN617,L5,9,9,b,>0,1
EN617,L5,9,11,a,>5,1
EN617,L5,9,11,b,>5,1
EN617,L5,9,11,a,>20,2
EN617,L5,9,11,b,>20,1
EN617,L5,9,11,a,>0,1
EN617,L5,9,11,b,>0,1
EN617,L5,9,11,a,<10,1
EN617,L5,9,11,b,<10,1
EN617,L6,12,1,a,>0,1
EN617,L6,12,1,b,>0,1
EN617,L6,12,3,a,>0,1
EN617,L6,12,3,b,>0,1
EN617,L6,12,5,a,>0,1
EN617,L6,12,5,b,>0,1
EN617,L6,12,7,a,>0,1
EN617,L6,12,7,b,>0,1
EN617,L6,12,10,a,>5,1
EN617,L6,12,10,b,>5,1
EN617,L6,12,10,a,>20,1
EN617,L6,12,10,b,>20,1
EN617,L6,12,10,a,>0,1
EN617,L6,12,10,b,>0,1
EN617,L6,12,10,a,<10,2
EN617,L6,12,10,b,<10,2
EN617,L6,12,14,a,>0,1
EN617,L6,12,14,b,>0,1
EN617,L6,12,16,a,>5,1
EN617,L6,12,16,b,>5,1
EN617,L6,12,16,a,>20,1
EN617,L6,12,16,b,>20,2
