cruise,station,cast,niskin,replicate,filter_size,quality_flag
EN644,L11,17,7,a,>0,1
EN644,L11,17,7,b,>0,1
EN644,L11,17,4,a,>0,1
EN644,L11,17,4,b,>0,1
EN644,L11,17,3,a,>0,1
EN644,L11,17,3,b,>0,1
EN644,L11,17,2,a,>0,1
EN644,L11,17,2,b,>0,1
EN644,L11,17,1,a,>0,1
EN644,L11,17,1,b,>0,1
EN644,L11,17,18,a,<10,1
EN644,L11,17,18,b,<10,1
EN644,L5,22,20,a,>5,1
EN644,L5,22,20,b,>5,2
EN644,L5,22,14,a,>5,1
EN644,L5,22,14,b,>5,1
EN644,L5,22,9,a,>5,1
EN644,L5,22,9,b,>5,1
EN644,L5,22,20,a,>20,1
EN644,L5,22,20,b,>20,1
EN644,L5,22,14,a,>20,2
EN644,L5,22,14,b,>20,1
EN644,L5,22,9,a,>20,1
EN644,L5,22,9,b,>20,1
EN644,L5,22,20,a,>0,1
EN644,L5,22,20,b,>0,1
EN644,L5,22,14,a,>0,1
EN644,L5,22,14,b,>0,1
EN644,L5,22,9,a,>0,1
EN644,L5,22,9,b,>0,1
EN644,L5,22,6,a,>0,1
EN644,L5,22,6,b,>0,1
EN644,L5,22,4,a,>0,1
EN644,L5,22,4,b,>0,1
EN644,L5,22,2,a,>0,1
EN644,L5,22,2,b,>0,1
EN644,L5,22,20,a,<10,1
EN644,L5,22,20,b,<10,1
EN644,L4,23,18,a,>5,1
EN644,L4,23,18,b,>5,1
EN644,L4,23,13,a,>5,1
EN644,L4,23,13,b,>5,1
EN644,L4,23,5,a,>5,2
EN644,L4,23,5,b,>5,2
EN644,L4,23,10,a,>5,1
EN644,L4,23,10,b,>5,1
EN644,L4,23,18,a,>20,1
EN644,L4,23,18,b,>20,1
EN644,L4,23,13,a,>20,1
EN644,L4,23,13,b,>20,1
EN644,L4,23,5,a,>20,1
EN644,L4,23,5,b,>20,1
EN644,L4,23,10,a,>20,1
EN644,L4,23,10,b,>20,1
EN644,L4,23,18,a,>0,1
EN644,L4,23,18,b,>0,1
EN644,L4,23,13,a,>0,2
EN644,L4,23,13,b,>0,2
EN644,L4,23,10,a,>0,1
EN644,L4,23,10,b,>0,1
EN644,L4,23,5,a,>0,1
EN644,L4,23,5,b,>0,1
EN644,L4,23,3,a,>0,1
EN644,L4,23,3,b,>0,1
EN644,L4,23,2,a,>0,1
EN644,L4,23,2,b,>0,1
EN644,L4,23,18,a,<10,1
EN644,L4,23,18,b,<10,1
EN644,L4,23,13,a,<10,1
EN644,L4,23,13,b,<10,3
EN644,L4,23,10,a,<10,1
EN644,L4,23,10,b,<10,1
EN644,MVCO,29,8,a,>5,2
EN644,MVCO,29,8,b,>5,2
EN644,MVCO,29,4,a,>5,2
EN644,MVCO,29,4,b,>5,2
EN644,MVCO,29,2,a,>5,2
EN644,MVCO,29,2,b,>5,2
EN644,MVCO,29,8,a,>20,2
EN644,MVCO,29,8,b,>20,2
EN644,MVCO,29,4,a,>20,2
EN644,MVCO,29,4,b,>20,2
EN644,MVCO,29,2,a,>20,2
EN644,MVCO,29,2,b,>20,2
EN644,MVCO,29,8,a,>0,1
EN644,MVCO,29,8,b,>0,1
EN644,MVCO,29,4,a,>0,1
EN644,MVCO,29,4,b,>0,1
EN644,MVCO,29,2,a,>0,1
EN644,MVCO,29,2,b,>0,1
EN644,MVCO,29,8,a,<10,1
EN644,MVCO,29,8,b,<10,1
EN644,MVCO,29,4,a,<10,2
EN644,MVCO,29,4,b,<10,2
EN644,MVCO,29,2,a,<10,1
EN644,MVCO,29,2,b,<10,1
AR39A,L6,1,3,a,>0,
AR39A,L6,1,4,a,>0,
AR39A,L6,1,5,a,>0,
AR39A,L6,1,6,a,>0,
AR39A,L6,1,7,a,>0,
AR39A,L6,1,8,a,>0,
AR39A,L8,2,5,a,>0,
AR39A,L8,2,6,a,>0,
AR39A,L8,2,7,a,>0,
AR39A,L8,2,8,a,>0,
AR39A,,3,5,a,>0,
AR39A,,3,6,a,>0,
AR39A,,3,7,a,>0,
AR39A,,3,8,a,>0,
AR39A,L8,4,5,a,>0,
AR39A,L8,4,6,a,>0,
AR39A,L8,4,7,a,>0,
AR39A,L8,4,8,a,>0,
AR39A,L10,5,7,a,>0,
AR39A,L10,5,8,a,>0,
AR39A,L10,6,8,a,>0,
AR39A,L10,6,9,a,>0,
AR39A,L12,7,5,a,>0,
AR39A,L12,7,6,a,>0,
AR39A,L12,7,7,a,>0,
AR39A,L12,7,8,a,>0,
AR39A,L13,13,1,a,>0,
AR39A,L13,13,3,a,>0,
AR39A,L13,13,4,a,>0,
AR39A,L13,13,5,a,>0,
AR39A,L13,13,6,a,>0,
AR39A,L13,13,7,a,>0,
AR39A,,14,5,a,>0,
AR39A,,14,6,a,>0,
AR39A,,14,7,a,>0,
AR39A,,14,8,a,>0,
AR39A,,20,1,a,>0,
AR39A,,20,3,a,>0,
AR39A,,20,4,a,>0,
AR39A,,20,5,a,>0,
AR39A,,20,6,a,>0,
AR39A,,20,7,a,>0,
AR39B,L1,1,2,a,>0,1
AR39B,L1,1,2,b,>0,1
AR39B,L1,1,4,a,>0,1
AR39B,L1,1,4,b,>0,1
AR39B,L1,1,4,a,<10,1
AR39B,L1,1,4,b,<10,1
AR39B,L2,2,2,a,>0,1
AR39B,L2,2,2,b,>0,1
AR39B,L2,2,4,a,>0,1
AR39B,L2,2,4,b,>0,1
AR39B,L2,2,4,a,>5,1
AR39B,L2,2,4,b,>5,1
AR39B,L2,2,4,a,>20,2
AR39B,L2,2,4,b,>20,2
AR39B,L2,2,7,a,>0,1
AR39B,L2,2,7,b,>0,1
AR39B,L2,2,7,a,>5,1
AR39B,L2,2,7,b,>5,2
AR39B,L2,2,7,a,>20,1
AR39B,L2,2,7,b,>20,2
AR39B,L2,2,11,a,>0,2
AR39B,L2,2,11,b,>0,1
AR39B,L2,2,11,a,<10,1
AR39B,L2,2,11,b,<10,1
AR39B,L2,2,11,a,>5,1
AR39B,L2,2,11,b,>5,1
AR39B,L2,2,11,a,>20,3
AR39B,L2,2,11,b,>20,3
AR39B,L3,3,2,a,>0,1
AR39B,L3,3,2,b,>0,1
AR39B,L3,3,4,a,>0,1
AR39B,L3,3,4,b,>0,1
AR39B,L3,3,5,a,>0,1
AR39B,L3,3,5,b,>0,1
AR39B,L3,3,7,a,>0,1
AR39B,L3,3,7,b,>0,1
AR39B,L3,3,7,a,<10,1
AR39B,L3,3,7,b,<10,1
AR39B,L4,4,2,a,>0,1
AR39B,L4,4,2,b,>0,1
AR39B,L4,4,3,a,>0,1
AR39B,L4,4,3,b,>0,1
AR39B,L4,4,5,a,>0,1
AR39B,L4,4,5,b,>0,1
AR39B,L4,4,5,a,>5,1
AR39B,L4,4,5,b,>5,1
AR39B,L4,4,5,a,>20,1
AR39B,L4,4,5,b,>20,2
AR39B,L4,4,8,a,>0,1
AR39B,L4,4,8,b,>0,1
AR39B,L4,4,8,a,>5,2
AR39B,L4,4,8,b,>5,2
AR39B,L4,4,8,a,>20,3
AR39B,L4,4,8,b,>20,1
AR39B,L4,4,12,a,>0,1
AR39B,L4,4,12,b,>0,1
AR39B,L4,4,12,a,<10,1
AR39B,L4,4,12,b,<10,1
AR39B,L4,4,12,a,>5,1
AR39B,L4,4,12,b,>5,3
AR39B,L4,4,12,a,>20,1
AR39B,L4,4,12,b,>20,1
AR39B,L5,5,2,a,>0,1
AR39B,L5,5,2,b,>0,1
AR39B,L5,5,3,a,>0,1
AR39B,L5,5,3,b,>0,1
AR39B,L5,5,5,a,>0,1
AR39B,L5,5,5,b,>0,1
AR39B,L5,5,6,a,>0,1
AR39B,L5,5,6,b,>0,1
AR39B,L5,5,8,a,>0,1
AR39B,L5,5,8,b,>0,1
AR39B,L5,5,8,a,<10,1
AR39B,L5,5,8,b,<10,1
AR39B,L6,6,3,a,>0,1
AR39B,L6,6,3,b,>0,1
AR39B,L6,6,4,a,>0,1
AR39B,L6,6,4,b,>0,1
AR39B,L6,6,4,a,>5,1
AR39B,L6,6,4,b,>5,1
AR39B,L6,6,4,a,>20,1
AR39B,L6,6,4,b,>20,1
AR39B,L6,6,9,a,>0,1
AR39B,L6,6,9,b,>0,1
AR39B,L6,6,9,a,>5,1
AR39B,L6,6,9,b,>5,1
AR39B,L6,6,9,a,>20,1
AR39B,L6,6,9,b,>20,1
AR39B,L6,6,14,a,>0,1
AR39B,L6,6,14,b,>0,1
AR39B,L6,6,14,a,>5,1
AR39B,L6,6,14,b,>5,1
AR39B,L6,6,14,a,>20,1
AR39B,L6,6,14,b,>20,1
AR39B,L6,6,20,a,>0,1
AR39B,L6,6,20,b,>0,1
AR39B,L6,6,20,a,<10,1
AR39B,L6,6,20,b,<10,1
AR39B,L6,6,20,a,>5,1
AR39B,L6,6,20,b,>5,1
AR39B,L6,6,20,a,>20,1
AR39B,L6,6,20,b,>20,1
AR39B,L6,7,3,a,>0,1
AR39B,L6,7,4,a,>0,1
AR39B,L6,7,5,a,>0,1
AR39B,L6,7,6,a,>0,1
AR39B,L6,7,8,a,>0,1
AR39B,L6,7,9,a,>0,1
AR39B,L8,10,3,a,>0,1
AR39B,L8,10,3,b,>0,1
AR39B,L8,10,4,a,>0,1
AR39B,L8,10,4,b,>0,1
AR39B,L8,10,7,a,>0,1
AR39B,L8,10,7,b,>0,1
AR39B,L8,10,7,a,>5,1
AR39B,L8,10,7,b,>5,1
AR39B,L8,10,7,a,>20,1
AR39B,L8,10,7,b,>20,1
AR39B,L8,10,9,a,>0,1
AR39B,L8,10,9,b,>0,1
AR39B,L8,10,9,a,>5,1
AR39B,L8,10,9,b,>5,1
AR39B,L8,10,9,a,>20,1
AR39B,L8,10,9,b,>20,1
AR39B,L8,10,14,a,>0,1
AR39B,L8,10,14,b,>0,1
AR39B,L8,10,14,a,>5,1
AR39B,L8,10,14,b,>5,1
AR39B,L8,10,14,a,>20,1
AR39B,L8,10,14,b,>20,1
AR39B,L8,10,20,a,>0,1
AR39B,L8,10,20,b,>0,1
AR39B,L8,10,20,a,<10,1
AR39B,L8,10,20,b,<10,1
AR39B,L8,10,21,a,>5,1
AR39B,L8,10,21,b,>5,1
AR39B,L8,10,21,a,>20,1
AR39B,L8,10,21,b,>20,1
AR39B,L7,11,3,a,>0,1
AR39B,L7,11,3,b,>0,1
AR39B,L7,11,6,a,>0,1
AR39B,L7,11,6,b,>0,1
AR39B,L7,11,8,a,>0,1
AR39B,L7,11,8,b,>0,1
AR39B,L7,11,9,a,>0,1
AR39B,L7,11,9,b,>0,1
AR39B,L7,11,12,a,>0,1
AR39B,L7,11,12,b,>0,1
AR39B,L7,11,16,a,>0,1
AR39B,L7,11,16,b,>0,1
AR39B,L7,11,16,a,<10,1
AR39B,L7,11,16,b,<10,1
AR39B,L9,12,3,a,>0,1
AR39B,L9,12,3,b,>0,1
AR39B,L9,12,4,a,>0,1
AR39B,L9,12,4,b,>0,1
AR39B,L9,12,7,a,>0,1
AR39B,L9,12,7,b,>0,1
AR39B,L9,12,8,a,>0,1
AR39B,L9,12,8,b,>0,1
AR39B,L9,12,11,a,>0,1
AR39B,L9,12,11,b,>0,1
AR39B,L9,12,14,a,>0,1
AR39B,L9,12,14,b,>0,1
AR39B,L9,12,14,a,<10,1
AR39B,L9,12,14,b,<10,1
AR39B,L11,13,4,a,>0,1
AR39B,L11,13,4,b,>0,1
AR39B,L11,13,4,a,>5,1
AR39B,L11,13,4,b,>5,1
AR39B,L11,13,4,a,>20,1
AR39B,L11,13,4,b,>20,1
AR39B,L11,13,7,a,>0,1
AR39B,L11,13,7,b,>0,1
AR39B,L11,13,7,a,>5,1
AR39B,L11,13,7,b,>5,1
AR39B,L11,13,7,a,>20,1
AR39B,L11,13,7,b,>20,1
AR39B,L11,13,11,a,>0,1
AR39B,L11,13,11,b,>0,1
AR39B,L11,13,12,a,>0,1
AR39B,L11,13,12,b,>0,1
AR39B,L11,13,12,a,>5,1
AR39B,L11,13,12,b,>5,1
AR39B,L11,13,12,a,>20,1
AR39B,L11,13,12,b,>20,1
AR39B,L11,13,15,a,>0,1
AR39B,L11,13,15,b,>0,1
AR39B,L11,13,15,a,<10,1
AR39B,L11,13,15,b,<10,1
AR39B,L11,13,15,a,>5,1
AR39B,L11,13,15,b,>5,1
AR39B,L11,13,15,a,>20,1
AR39B,L11,13,15,b,>20,1
AR39B,L10,14,5,a,>0,1
AR39B,L10,14,5,b,>0,1
AR39B,L10,14,6,a,>0,1
AR39B,L10,14,6,b,>0,1
AR39B,L10,14,7,a,>0,1
AR39B,L10,14,7,b,>0,1
AR39B,L10,14,9,a,>0,1
AR39B,L10,14,9,b,>0,1
AR39B,L10,14,11,a,>0,1
AR39B,L10,14,11,b,>0,1
AR39B,L10,14,11,a,<10,1
AR39B,L10,14,11,b,<10,1
AR39B,L10,15,3,a,>0,1
AR39B,L10,15,4,a,>0,1
AR39B,L10,15,5,a,>0,1
AR39B,L10,15,6,a,>0,1
AR39B,L10,15,7,a,>0,1
AR39B,L10,15,8,a,>0,1
AR39B,L12,16,7,a,>0,1
AR39B,L12,16,7,b,>0,1
EN649,L1,1,2,a,>0,1
EN649,L1,1,2,b,>0,1
EN649,L1,1,2,a,<10,1
EN649,L1,1,2,b,<10,1
EN649,L1,1,2,a,>5,1
EN649,L1,1,2,b,>5,1
EN649,L1,1,2,a,>20,1
EN649,L1,1,2,b,>20,1
EN649,L1,1,7,a,>0,1
EN649,L1,1,7,b,>0,1
EN649,L1,1,7,a,<10,1
EN649,L1,1,7,b,<10,1
EN649,L1,1,7,a,>5,1
EN649,L1,1,7,b,>5,1
EN649,L1,1,7,a,>20,1
EN649,L1,1,7,b,>20,1
EN649,L1,1,13,a,>0,1
EN649,L1,1,13,b,>0,1
EN649,L1,1,13,a,<10,1
EN649,L1,1,13,b,<10,1
EN649,L1,1,13,a,>5,1
EN649,L1,1,13,b,>5,1
EN649,L1,1,13,a,>20,1
EN649,L1,1,13,b,>20,1
EN649,MVCO,2,1,a,>0,1
EN649,MVCO,2,1,b,>0,1
EN649,MVCO,2,1,a,<10,1
EN649,MVCO,2,1,b,<10,1
EN649,MVCO,2,1,a,>5,1
EN649,MVCO,2,1,b,>5,1
EN649,MVCO,2,1,a,>20,1
EN649,MVCO,2,1,b,>20,1
EN649,MVCO,2,3,a,>0,1
EN649,MVCO,2,3,b,>0,1
EN649,MVCO,2,3,a,<10,1
EN649,MVCO,2,3,b,<10,1
EN649,MVCO,2,3,a,>5,1
EN649,MVCO,2,3,b,>5,1
EN649,MVCO,2,3,a,>20,1
EN649,MVCO,2,3,b,>20,1
EN649,MVCO,2,6,a,>0,1
EN649,MVCO,2,6,b,>0,1
EN649,MVCO,2,6,a,<10,1
EN649,MVCO,2,6,b,<10,1
EN649,MVCO,2,6,a,>5,1
EN649,MVCO,2,6,b,>5,1
EN649,MVCO,2,6,a,>20,1
EN649,MVCO,2,6,b,>20,1
EN649,L2,5,1,a,>0,1
EN649,L2,5,1,b,>0,1
EN649,L2,5,3,a,>0,1
EN649,L2,5,3,b,>0,1
EN649,L2,5,3,a,<10,1
EN649,L2,5,3,b,<10,1
EN649,L2,5,3,a,>5,1
EN649,L2,5,3,b,>5,1
EN649,L2,5,3,a,>20,1
EN649,L2,5,3,b,>20,1
EN649,L2,5,7,a,>0,1
EN649,L2,5,7,b,>0,1
EN649,L2,5,7,a,<10,1
EN649,L2,5,7,b,<10,1
EN649,L2,5,7,a,>5,1
EN649,L2,5,7,b,>5,1
EN649,L2,5,7,a,>20,1
EN649,L2,5,7,b,>20,1
EN649,L2,5,12,a,>0,1
EN649,L2,5,12,b,>0,1
EN649,L2,5,12,a,<10,1
EN649,L2,5,12,b,<10,1
EN649,L2,5,12,a,>5,1
EN649,L2,5,12,b,>5,1
EN649,L2,5,12,a,>20,1
EN649,L2,5,12,b,>20,1
EN649,L3,6,1,a,>0,2
EN649,L3,6,1,b,>0,2
EN649,L3,6,3,a,>0,1
EN649,L3,6,3,b,>0,1
EN649,L3,6,3,a,>5,1
EN649,L3,6,3,b,>5,1
EN649,L3,6,3,a,>20,1
EN649,L3,6,3,b,>20,1
EN649,L3,6,6,a,>0,1
EN649,L3,6,6,b,>0,1
EN649,L3,6,6,a,>5,1
EN649,L3,6,6,b,>5,2
EN649,L3,6,6,a,>20,1
EN649,L3,6,6,b,>20,1
EN649,L3,6,9,a,>0,1
EN649,L3,6,9,b,>0,1
EN649,L3,6,9,a,<10,1
EN649,L3,6,9,b,<10,1
EN649,L3,6,9,a,>5,1
EN649,L3,6,9,b,>5,1
EN649,L3,6,9,a,>20,2
EN649,L3,6,9,b,>20,1
EN649,L7,7,1,a,>0,1
EN649,L7,7,1,b,>0,1
EN649,L7,7,3,a,>0,1
EN649,L7,7,3,b,>0,1
EN649,L7,7,6,a,>0,1
EN649,L7,7,6,b,>0,1
EN649,L7,7,8,a,>0,1
EN649,L7,7,8,b,>0,1
EN649,L7,7,8,a,>5,2
EN649,L7,7,8,b,>5,2
EN649,L7,7,8,a,>20,2
EN649,L7,7,8,b,>20,2
EN649,L7,7,11,a,>0,1
EN649,L7,7,11,b,>0,1
EN649,L7,7,11,a,>5,2
EN649,L7,7,11,b,>5,2
EN649,L7,7,11,a,>20,2
EN649,L7,7,11,b,>20,2
EN649,L7,7,13,a,>0,1
EN649,L7,7,13,b,>0,1
EN649,L7,7,16,a,>0,1
EN649,L7,7,16,b,>0,1
EN649,L7,7,16,a,<10,1
EN649,L7,7,16,b,<10,2
EN649,L7,7,16,a,>5,2
EN649,L7,7,16,b,>5,2
EN649,L7,7,16,a,>20,2
EN649,L7,7,16,b,>20,2
EN649,L8,8,1,a,>0,1
EN649,L8,8,1,b,>0,1
EN649,L8,8,2,a,>0,1
EN649,L8,8,2,b,>0,1
EN649,L8,8,4,a,>0,1
EN649,L8,8,4,b,>0,1
EN649,L8,8,6,a,>0,1
EN649,L8,8,6,b,>0,1
EN649,L8,8,6,a,<10,1
EN649,L8,8,6,b,<10,1
EN649,L8,8,6,a,>5,3
EN649,L8,8,6,b,>5,1
EN649,L8,8,6,a,>20,1
EN649,L8,8,6,b,>20,1
EN649,L8,8,10,a,>0,1
EN649,L8,8,10,b,>0,1
EN649,L8,8,12,a,>0,1
EN649,L8,8,12,b,>0,1
EN649,L8,8,12,a,<10,1
EN649,L8,8,12,b,<10,1
EN649,L8,8,12,a,>5,1
EN649,L8,8,12,b,>5,1
EN649,L8,8,12,a,>20,1
EN649,L8,8,12,b,>20,1
EN649,L8,8,16,a,>0,1
EN649,L8,8,16,b,>0,1
EN649,L8,8,18,a,>0,1
EN649,L8,8,18,b,>0,1
EN649,L8,8,18,a,<10,1
EN649,L8,8,18,b,<10,1
EN649,L8,8,18,a,>5,1
EN649,L8,8,18,b,>5,1
EN649,L8,8,18,a,>20,1
EN649,L8,8,18,b,>20,1
EN649,L9,11,1,a,>0,1
EN649,L9,11,1,b,>0,1
EN649,L9,11,3,a,>0,1
EN649,L9,11,3,b,>0,1
EN649,L9,11,5,a,>0,1
EN649,L9,11,5,b,>0,1
EN649,L9,11,7,a,>0,1
EN649,L9,11,7,b,>0,1
EN649,L9,11,7,a,>5,1
EN649,L9,11,7,b,>5,1
EN649,L9,11,7,a,>20,1
EN649,L9,11,7,b,>20,1
EN649,L9,11,9,a,>0,1
EN649,L9,11,9,b,>0,1
EN649,L9,11,11,a,>0,1
EN649,L9,11,11,b,>0,1
EN649,L9,11,11,a,>5,1
EN649,L9,11,11,b,>5,1
EN649,L9,11,11,a,>20,1
EN649,L9,11,11,b,>20,1
EN649,L9,11,13,a,>0,1
EN649,L9,11,13,b,>0,1
EN649,L9,11,15,a,>0,1
EN649,L9,11,15,b,>0,1
EN649,L9,11,15,a,<10,1
EN649,L9,11,15,b,<10,1
EN649,L9,11,15,a,>5,1
EN649,L9,11,15,b,>5,1
EN649,L9,11,15,a,>20,1
EN649,L9,11,15,b,>20,1
EN649,L10,12,4,a,>0,1
EN649,L10,12,4,b,>0,1
EN649,L10,12,5,a,>0,1
EN649,L10,12,5,b,>0,1
EN649,L10,12,6,a,>0,1
EN649,L10,12,6,b,>0,1
EN649,L10,12,6,a,>5,1
EN649,L10,12,6,b,>5,1
EN649,L10,12,6,a,>20,3
EN649,L10,12,6,b,>20,1
EN649,L10,12,10,a,>0,1
EN649,L10,12,10,b,>0,1
EN649,L10,12,10,a,<10,1
EN649,L10,12,10,b,<10,1
EN649,L10,12,10,a,>5,1
EN649,L10,12,10,b,>5,1
EN649,L10,12,10,a,>20,1
EN649,L10,12,10,b,>20,1
EN649,L10,12,13,a,>0,1
EN649,L10,12,13,b,>0,1
EN649,L10,12,15,a,>0,1
EN649,L10,12,15,b,>0,1
EN649,L10,12,15,a,<10,1
EN649,L10,12,15,b,<10,1
EN649,L10,12,15,a,>5,1
EN649,L10,12,15,b,>5,1
EN649,L10,12,15,a,>20,1
EN649,L10,12,15,b,>20,1
EN649,L10,12,19,a,>0,1
EN649,L10,12,19,b,>0,1
EN649,L10,12,19,a,<10,1
EN649,L10,12,19,b,<10,1
EN649,L10,12,19,a,>5,1
EN649,L10,12,19,b,>5,1
EN649,L10,12,19,a,>20,1
EN649,L10,12,19,b,>20,1
EN649,L11,16,6,a,>0,1
EN649,L11,16,6,b,>0,1
EN649,L11,16,6,a,>5,1
EN649,L11,16,6,b,>5,1
EN649,L11,16,6,a,>20,2
EN649,L11,16,6,b,>20,2
EN649,L11,16,8,a,>0,1
EN649,L11,16,8,b,>0,1
EN649,L11,16,8,a,<10,1
EN649,L11,16,8,b,<10,1
EN649,L11,16,8,a,>5,1
EN649,L11,16,8,b,>5,1
EN649,L11,16,8,a,>20,1
EN649,L11,16,8,b,>20,1
EN649,L11,16,13,a,>0,1
EN649,L11,16,13,b,>0,1
EN649,L11,16,13,a,<10,1
EN649,L11,16,13,b,<10,1
EN649,L11,16,13,a,>5,1
EN649,L11,16,13,b,>5,1
EN649,L11,16,13,a,>20,1
EN649,L11,16,13,b,>20,1
EN649,L11,16,17,a,>0,1
EN649,L11,16,17,b,>0,1
EN649,L11,16,17,a,<10,1
EN649,L11,16,17,b,<10,1
EN649,L11,16,21,a,>0,1
EN649,L11,16,21,b,>0,1
EN649,L11,16,21,a,<10,1
EN649,L11,16,21,b,<10,1
EN649,L11,16,21,a,>5,1
EN649,L11,16,21,b,>5,1
EN649,L11,16,21,a,>20,1
EN649,L11,16,21,b,>20,1
EN649,L6,19,1,a,>0,1
EN649,L6,19,1,b,>0,1
EN649,L6,19,2,a,>0,1
EN649,L6,19,2,b,>0,1
EN649,L6,19,3,a,>0,1
EN649,L6,19,3,b,>0,1
EN649,L6,19,4,a,>0,1
EN649,L6,19,4,b,>0,1
EN649,L6,19,4,a,>5,1
EN649,L6,19,4,b,>5,1
EN649,L6,19,4,a,>20,1
EN649,L6,19,4,b,>20,1
EN649,L6,19,9,a,>0,1
EN649,L6,19,9,b,>0,1
EN649,L6,19,9,a,<10,1
EN649,L6,19,9,b,<10,1
EN649,L6,19,9,a,>5,1
EN649,L6,19,9,b,>5,1
EN649,L6,19,9,a,>20,1
EN649,L6,19,9,b,>20,1
EN649,L6,19,14,a,>0,1
EN649,L6,19,14,b,>0,1
EN649,L6,19,14,a,<10,1
EN649,L6,19,14,b,<10,1
EN649,L6,19,14,a,>5,1
EN649,L6,19,14,b,>5,1
EN649,L6,19,14,a,>20,1
EN649,L6,19,14,b,>20,1
EN649,L6,19,19,a,>0,1
EN649,L6,19,19,b,>0,1
EN649,L6,19,19,a,<10,1
EN649,L6,19,19,b,<10,1
EN649,L6,19,19,a,>5,1
EN649,L6,19,19,b,>5,1
EN649,L6,19,19,a,>20,1
EN649,L6,19,19,b,>20,1
EN649,L5,20,1,a,>0,1
EN649,L5,20,1,b,>0,1
EN649,L5,20,3,a,>0,1
EN649,L5,20,3,b,>0,1
EN649,L5,20,7,a,>0,1
EN649,L5,20,7,b,>0,1
EN649,L5,20,10,a,>0,1
EN649,L5,20,10,b,>0,1
EN649,L5,20,10,a,>5,1
EN649,L5,20,10,b,>5,2
EN649,L5,20,10,a,>20,1
EN649,L5,20,10,b,>20,1
EN649,L5,20,12,a,>0,1
EN649,L5,20,12,b,>0,1
EN649,L5,20,12,a,>5,1
EN649,L5,20,12,b,>5,1
EN649,L5,20,12,a,>20,1
EN649,L5,20,12,b,>20,1
EN649,L5,20,14,a,>0,1
EN649,L5,20,14,b,>0,1
EN649,L5,20,14,a,<10,1
EN649,L5,20,14,b,<10,1
EN649,L5,20,14,a,>5,1
EN649,L5,20,14,b,>5,1
EN649,L5,20,14,a,>20,1
EN649,L5,20,14,b,>20,2
EN649,L4,21,1,a,>0,1
EN649,L4,21,1,b,>0,1
EN649,L4,21,3,a,>0,1
EN649,L4,21,3,b,>0,1
EN649,L4,21,5,a,>0,1
EN649,L4,21,5,b,>0,1
EN649,L4,21,5,a,<10,1
EN649,L4,21,5,b,<10,1
EN649,L4,21,5,a,>5,1
EN649,L4,21,5,b,>5,1
EN649,L4,21,5,a,>20,1
EN649,L4,21,5,b,>20,1
EN649,L4,21,9,a,>0,1
EN649,L4,21,9,b,>0,1
EN649,L4,21,12,a,>0,1
EN649,L4,21,12,b,>0,1
EN649,L4,21,12,a,<10,1
EN649,L4,21,12,b,<10,1
EN649,L4,21,12,a,>5,1
EN649,L4,21,12,b,>5,1
EN649,L4,21,12,a,>20,1
EN649,L4,21,12,b,>20,1
EN649,L4,21,18,a,>0,1
EN649,L4,21,18,b,>0,1
EN649,L4,21,18,a,<10,1
EN649,L4,21,18,b,<10,1
EN649,L4,21,18,a,>5,1
EN649,L4,21,18,b,>5,2
EN649,L4,21,18,a,>20,1
EN649,L4,21,18,b,>20,1
