"cruise","cast","niskin","date","latitude","longitude","depth"
"EN608",1,1,2018-01-31 19:34:26,41.19634,-70.87844,17.329
"EN608",1,2,2018-01-31 19:34:45,41.19634,-70.87844,17.48
"EN608",1,3,2018-01-31 19:34:54,41.19634,-70.87844,17.894
"EN608",1,4,2018-01-31 19:37:01,41.19636,-70.87832,12.474
"EN608",1,5,2018-01-31 19:37:05,41.19636,-70.87831,11.591
"EN608",1,6,2018-01-31 19:37:20,41.19636,-70.8783,11.852
"EN608",1,7,2018-01-31 19:38:07,41.19636,-70.87824,12.366
"EN608",1,8,2018-01-31 19:40:35,41.19636,-70.87806,7.375
"EN608",1,9,2018-01-31 19:40:43,41.19636,-70.87806,7.022
"EN608",1,10,2018-01-31 19:40:51,41.19636,-70.87804,7.394
"EN608",1,11,2018-01-31 19:44:50,41.1964,-70.87774,2.993
"EN608",1,12,2018-01-31 19:44:56,41.1964,-70.87772,2.848
"EN608",1,13,2018-01-31 19:45:03,41.19642,-70.87772,2.551
"EN608",1,14,2018-01-31 19:45:09,41.19642,-70.87772,2.983
"EN608",1,15,2018-01-31 19:45:17,41.19642,-70.87772,2.701
"EN608",1,16,2018-01-31 19:45:23,41.19644,-70.8777,2.637
"EN608",1,17,2018-01-31 19:45:30,41.19644,-70.8777,2.922
"EN608",1,18,2018-01-31 19:45:36,41.19644,-70.8777,2.772
"EN608",1,19,2018-01-31 19:45:42,41.19644,-70.87768,2.726
"EN608",1,20,2018-01-31 19:45:50,41.19644,-70.87768,2.743
"EN608",1,21,2018-01-31 19:46:00,41.19646,-70.87768,2.63
"EN608",1,22,2018-01-31 19:46:07,41.19646,-70.87768,2.613
"EN608",1,23,2018-01-31 19:46:14,41.19646,-70.87767,2.698
"EN608",1,24,2018-01-31 19:46:21,41.19646,-70.87766,2.767
"EN608",2,1,2018-02-01 00:35:19,41.0286,-70.65053,9.71285706942828
"EN608",2,2,2018-02-01 00:35:34,41.0286,-70.65042,9.61959043390391
"EN608",2,3,2018-02-01 00:37:55,41.02868,-70.64938,4.0661801737053
"EN608",2,4,2018-02-01 00:38:04,41.0287,-70.6493,3.91833853333025
"EN608",3,1,2018-02-01 03:38:00,41.02574,-71.09488,9.8587114784674
"EN608",3,2,2018-02-01 03:38:10,41.0257,-71.09478,9.59577898453986
"EN608",3,3,2018-02-01 03:39:58,41.02532,-71.09385,6.74914102605972
"EN608",3,4,2018-02-01 03:40:05,41.0253,-71.09378,6.30661375611439
"EN608",4,1,2018-02-01 05:44:26,41.02064,-70.87162,43.662
"EN608",4,2,2018-02-01 05:44:40,41.02056,-70.87158,43.821
"EN608",4,3,2018-02-01 05:47:02,41.0201,-70.87136,29.71
"EN608",4,4,2018-02-01 05:47:15,41.02006,-70.87133,29.595
"EN608",4,5,2018-02-01 05:47:25,41.02002,-70.8713,29.524
"EN608",4,6,2018-02-01 05:47:34,41.01998,-70.87126,29.461
"EN608",4,7,2018-02-01 05:49:28,41.01946,-70.87094,15.368
"EN608",4,8,2018-02-01 05:49:37,41.01943,-70.87094,15.567
"EN608",4,9,2018-02-01 05:49:44,41.01938,-70.87092,15.078
"EN608",4,10,2018-02-01 05:49:51,41.01935,-70.87092,15.215
"EN608",4,11,2018-02-01 05:52:14,41.0187,-70.87068,3.979
"EN608",4,12,2018-02-01 05:52:23,41.01866,-70.87066,3.546
"EN608",4,13,2018-02-01 05:52:30,41.01861,-70.87064,3.462
"EN608",4,14,2018-02-01 05:52:40,41.01856,-70.87062,3.737
"EN608",5,1,2018-02-01 09:24:00,40.85798,-70.88402,44.244
"EN608",5,2,2018-02-01 09:24:09,40.85795,-70.88402,44.874
"EN608",5,3,2018-02-01 09:24:16,40.85793,-70.88402,44.915
"EN608",5,4,2018-02-01 09:24:23,40.8579,-70.88402,44.757
"EN608",5,5,2018-02-01 09:26:50,40.85748,-70.8841,30.037
"EN608",5,6,2018-02-01 09:26:57,40.85744,-70.88412,30.14
"EN608",5,7,2018-02-01 09:27:04,40.85742,-70.88414,30.221
"EN608",5,8,2018-02-01 09:27:15,40.85736,-70.88414,29.857
"EN608",5,9,2018-02-01 09:29:30,40.8568,-70.88424,15.079
"EN608",5,10,2018-02-01 09:29:33,40.85678,-70.88425,14.979
"EN608",5,11,2018-02-01 09:29:39,40.85676,-70.88426,15.136
"EN608",5,12,2018-02-01 09:29:52,40.85672,-70.8843,15.06
"EN608",5,13,2018-02-01 09:32:45,40.85608,-70.88436,3.237
"EN608",5,14,2018-02-01 09:32:54,40.85604,-70.88436,3.288
"EN608",5,15,2018-02-01 09:33:01,40.85601,-70.88438,2.993
"EN608",5,16,2018-02-01 09:33:08,40.85598,-70.8844,3.175
"EN608",5,17,2018-02-01 09:33:15,40.85596,-70.88442,3.178
"EN608",5,18,2018-02-01 09:33:23,40.85593,-70.88442,2.955
"EN608",5,19,2018-02-01 09:33:30,40.85591,-70.88444,3.474
"EN608",5,20,2018-02-01 09:33:37,40.85589,-70.88446,2.911
"EN608",6,1,2018-02-01 13:54:08,40.69095,-70.65586,10.553
"EN608",6,2,2018-02-01 13:54:16,40.69088,-70.65584,10.492
"EN608",6,3,2018-02-01 13:56:43,40.68994,-70.65543,4.913
"EN608",6,4,2018-02-01 13:56:50,40.68989,-70.65543,5.235
"EN608",7,1,2018-02-01 17:37:38,40.69006,-71.09536,10.069
"EN608",7,2,2018-02-01 17:37:46,40.69002,-71.0953,10.192
"EN608",7,3,2018-02-01 17:39:49,40.6894,-71.09458,4.73
"EN608",7,4,2018-02-01 17:39:58,40.68934,-71.09452,4.397
"EN608",8,1,2018-02-01 19:20:33,40.69588,-70.88512,61.897
"EN608",8,2,2018-02-01 19:20:46,40.6958,-70.88511,61.731
"EN608",8,3,2018-02-01 19:22:58,40.69526,-70.88492,44.874
"EN608",8,4,2018-02-01 19:23:05,40.69524,-70.88488,44.417
"EN608",8,5,2018-02-01 19:23:12,40.69522,-70.88488,44
"EN608",8,6,2018-02-01 19:23:21,40.69518,-70.88484,44.761
"EN608",8,7,2018-02-01 19:25:30,40.69459,-70.8846,29.177
"EN608",8,8,2018-02-01 19:25:45,40.69452,-70.88458,29.332
"EN608",8,9,2018-02-01 19:25:56,40.69446,-70.88457,29.65
"EN608",8,10,2018-02-01 19:26:05,40.69441,-70.88456,29.632
"EN608",8,11,2018-02-01 19:28:14,40.69378,-70.88452,14.965
"EN608",8,12,2018-02-01 19:28:22,40.69375,-70.8845,14.602
"EN608",8,13,2018-02-01 19:28:30,40.69372,-70.88448,14.271
"EN608",8,14,2018-02-01 19:28:37,40.69368,-70.88446,14.34
"EN608",8,15,2018-02-01 19:30:48,40.69306,-70.88426,5.48
"EN608",8,16,2018-02-01 19:30:57,40.69302,-70.88424,5.443
"EN608",8,17,2018-02-01 19:31:03,40.69298,-70.88423,5.283
"EN608",8,18,2018-02-01 19:31:11,40.69294,-70.88424,5.303
"EN608",8,19,2018-02-01 19:31:18,40.6929,-70.88422,5.175
"EN608",8,20,2018-02-01 19:31:25,40.69287,-70.88422,5.372
"EN608",8,21,2018-02-01 19:31:32,40.69282,-70.88421,5.055
"EN608",8,22,2018-02-01 19:31:43,40.69276,-70.8842,5.288
"EN608",8,23,2018-02-01 19:31:53,40.6927,-70.8842,5.592
"EN608",8,24,2018-02-01 19:31:59,40.69266,-70.88421,4.947
"EN608",9,1,2018-02-01 23:38:22,40.52355,-70.89454,71.1735701446982
"EN608",9,2,2018-02-01 23:38:30,40.52352,-70.89457,71.3382330795057
"EN608",9,3,2018-02-01 23:41:18,40.52313,-70.89522,45.9131046061961
"EN608",9,4,2018-02-01 23:41:26,40.52312,-70.89524,45.5420707742384
"EN608",9,5,2018-02-01 23:41:33,40.52309,-70.89526,44.5519825513334
"EN608",9,6,2018-02-01 23:41:40,40.52307,-70.89528,44.3982109047189
"EN608",9,7,2018-02-01 23:43:59,40.52268,-70.89572,29.8846236847741
"EN608",9,8,2018-02-01 23:44:05,40.52268,-70.89574,29.2228613233644
"EN608",9,9,2018-02-01 23:44:13,40.52266,-70.89578,29.4302203744754
"EN608",9,10,2018-02-01 23:44:22,40.52264,-70.8958,29.3369584349031
"EN608",9,11,2018-02-01 23:46:38,40.52236,-70.89628,14.1426318842871
"EN608",9,12,2018-02-01 23:46:46,40.52234,-70.8963,14.8223029617513
"EN608",9,13,2018-02-01 23:46:52,40.52232,-70.89633,14.5008237846468
"EN608",9,14,2018-02-01 23:46:59,40.5223,-70.89632,14.4809793744441
"EN608",9,15,2018-02-01 23:48:59,40.52209,-70.89656,5.10031113936489
"EN608",9,16,2018-02-01 23:49:07,40.52208,-70.8966,4.99810770963991
"EN608",9,17,2018-02-01 23:49:13,40.52205,-70.89662,4.87804342113609
"EN608",9,18,2018-02-01 23:49:19,40.52204,-70.89662,4.78576255645132
"EN608",10,1,2018-02-02 04:07:39,40.35988,-70.66178,24.13
"EN608",10,2,2018-02-02 04:07:46,40.35986,-70.66176,24.153
"EN608",10,3,2018-02-02 04:10:35,40.35944,-70.66133,5.878
"EN608",10,4,2018-02-02 04:10:43,40.35942,-70.66132,5.495
"EN608",11,1,2018-02-02 07:04:25,40.36082,-71.10338,74.156
"EN608",11,2,2018-02-02 07:04:33,40.3608,-71.10338,73.68
"EN608",11,3,2018-02-02 07:04:40,40.36078,-71.10338,74.701
"EN608",11,4,2018-02-02 07:09:01,40.36017,-71.1034,3.643
"EN608",11,5,2018-02-02 07:09:14,40.36014,-71.1034,4.055
"EN608",12,1,2018-02-02 09:18:54,40.35838,-70.88038,88.077
"EN608",12,2,2018-02-02 09:19:39,40.35821,-70.88032,89.603
"EN608",12,3,2018-02-02 09:20:12,40.35808,-70.88028,88.555
"EN608",12,4,2018-02-02 09:22:28,40.3577,-70.8803,75.04
"EN608",12,5,2018-02-02 09:22:37,40.35764,-70.88031,75.355
"EN608",12,6,2018-02-02 09:22:45,40.35764,-70.8803,75.23
"EN608",12,7,2018-02-02 09:25:15,40.35722,-70.88016,55.571
"EN608",12,8,2018-02-02 09:25:23,40.35719,-70.88016,54.591
"EN608",12,9,2018-02-02 09:25:32,40.35716,-70.88014,54.971
"EN608",12,10,2018-02-02 09:25:40,40.35715,-70.88013,54.698
"EN608",12,11,2018-02-02 09:27:54,40.35679,-70.88002,35.583
"EN608",12,12,2018-02-02 09:28:04,40.35675,-70.88002,35.265
"EN608",12,13,2018-02-02 09:28:12,40.35674,-70.88004,35.126
"EN608",12,14,2018-02-02 09:30:24,40.3565,-70.88006,14.597
"EN608",12,15,2018-02-02 09:30:32,40.35648,-70.88006,14.732
"EN608",12,16,2018-02-02 09:30:39,40.35646,-70.88006,14.576
"EN608",12,17,2018-02-02 09:30:46,40.35644,-70.88006,14.952
"EN608",12,18,2018-02-02 09:32:47,40.35614,-70.88002,4.76
"EN608",12,19,2018-02-02 09:32:54,40.35612,-70.87999,4.806
"EN608",12,20,2018-02-02 09:32:59,40.35612,-70.87998,4.71
"EN608",12,21,2018-02-02 09:33:07,40.3561,-70.87996,4.758
"EN608",12,22,2018-02-02 09:33:15,40.35608,-70.87994,4.717
"EN608",14,1,2018-02-02 15:24:27,40.21386,-70.89621,120.295
"EN608",14,2,2018-02-02 15:24:34,40.21383,-70.89626,119.81
"EN608",14,3,2018-02-02 15:24:42,40.2138,-70.8963,118.593
"EN608",14,4,2018-02-02 15:24:49,40.21376,-70.89636,117.206
"EN608",14,5,2018-02-02 15:26:58,40.21336,-70.89682,103.931
"EN608",14,6,2018-02-02 15:27:05,40.21332,-70.89682,101.182
"EN608",14,7,2018-02-02 15:27:11,40.2133,-70.89686,99.48
"EN608",14,8,2018-02-02 15:27:19,40.2133,-70.89688,99.321
"EN608",14,9,2018-02-02 15:29:27,40.21308,-70.89774,78.719
"EN608",14,10,2018-02-02 15:29:34,40.21308,-70.89778,78.076
"EN608",14,11,2018-02-02 15:29:41,40.21307,-70.89782,77.174
"EN608",14,12,2018-02-02 15:29:48,40.21306,-70.89788,76.665
"EN608",14,13,2018-02-02 15:31:47,40.21317,-70.89875,67.054
"EN608",14,14,2018-02-02 15:31:54,40.21318,-70.89878,66.668
"EN608",14,15,2018-02-02 15:32:01,40.21318,-70.8988,67.374
"EN608",14,16,2018-02-02 15:32:08,40.21318,-70.89883,65.906
"EN608",14,17,2018-02-02 15:34:31,40.21264,-70.89941,39.928
"EN608",14,18,2018-02-02 15:34:39,40.21262,-70.89945,40.491
"EN608",14,19,2018-02-02 15:34:46,40.2126,-70.8995,39.931
"EN608",14,20,2018-02-02 15:34:53,40.21257,-70.89952,40.2
"EN608",14,21,2018-02-02 15:39:35,40.2123,-70.90122,6.902
"EN608",14,22,2018-02-02 15:39:42,40.2123,-70.90126,6.882
"EN608",14,23,2018-02-02 15:39:47,40.2123,-70.9013,6.657
"EN608",14,24,2018-02-02 15:39:54,40.21228,-70.90133,6.834
"EN608",15,1,2018-02-02 19:08:22,40.1237,-70.80062,128.747
"EN608",15,2,2018-02-02 19:08:31,40.12367,-70.8007,128.123
"EN608",15,3,2018-02-02 19:11:22,40.1229,-70.80176,90.731
"EN608",15,4,2018-02-02 19:11:30,40.12286,-70.8018,90.02
"EN608",15,5,2018-02-02 19:13:54,40.12236,-70.80281,60.48
"EN608",15,6,2018-02-02 19:14:02,40.12234,-70.80284,59.597
"EN608",15,7,2018-02-02 19:14:09,40.12234,-70.80289,58.44
"EN608",15,8,2018-02-02 19:15:58,40.1218,-70.80358,42.337
"EN608",15,9,2018-02-02 19:16:05,40.12178,-70.80362,41.243
"EN608",15,10,2018-02-02 19:16:12,40.12174,-70.80369,42.288
"EN608",15,11,2018-02-02 19:17:58,40.12134,-70.80432,34.152
"EN608",15,12,2018-02-02 19:18:04,40.12132,-70.80435,34.838
"EN608",15,13,2018-02-02 19:18:11,40.12131,-70.80436,34.955
"EN608",15,14,2018-02-02 19:18:18,40.12128,-70.80442,35.221
"EN608",15,15,2018-02-02 19:21:06,40.12068,-70.80541,14.387
"EN608",15,16,2018-02-02 19:21:14,40.12064,-70.80546,14.492
"EN608",15,17,2018-02-02 19:21:21,40.12062,-70.8055,15.113
"EN608",15,18,2018-02-02 19:21:30,40.12058,-70.80556,15.082
"EN608",15,19,2018-02-02 19:23:19,40.12008,-70.80616,6.252
"EN608",15,20,2018-02-02 19:23:26,40.12004,-70.8062,6.707
"EN608",15,21,2018-02-02 19:23:33,40.12001,-70.80623,6.7
"EN608",15,22,2018-02-02 19:23:39,40.11998,-70.80627,6.442
"EN608",15,23,2018-02-02 19:23:45,40.11996,-70.80632,6.165
"EN608",15,24,2018-02-02 19:23:53,40.11992,-70.80636,5.714
"EN608",16,1,2018-02-03 00:34:21,40.09466,-70.66817,36.232
"EN608",16,2,2018-02-03 00:34:29,40.09464,-70.66822,36.084
"EN608",16,3,2018-02-03 00:37:41,40.09432,-70.66957,5.689
"EN608",16,4,2018-02-03 00:37:48,40.0943,-70.66964,5.91
"EN608",17,1,2018-02-03 13:01:19,39.7713,-70.67842,85.096
"EN608",17,2,2018-02-03 13:01:31,39.77126,-70.67848,85.472
"EN608",17,3,2018-02-03 13:01:41,39.77124,-70.67849,85.744
"EN608",17,4,2018-02-03 13:05:56,39.7706,-70.67977,8.153
"EN608",17,5,2018-02-03 13:06:04,39.77059,-70.6798,8.43
"EN608",17,6,2018-02-03 13:06:14,39.77057,-70.67983,8.689
"EN608",18,1,2018-02-03 16:01:29,39.76962,-71.10559,151.604
"EN608",18,2,2018-02-03 16:01:38,39.7696,-71.10562,151.373
"EN608",18,3,2018-02-03 16:01:48,39.76958,-71.10564,152.638
"EN608",18,4,2018-02-03 16:07:41,39.7691,-71.10666,6.305
"EN608",18,5,2018-02-03 16:07:50,39.76908,-71.10668,5.268
"EN608",18,6,2018-02-03 16:08:00,39.76906,-71.10669,6.022
"EN608",19,1,2018-02-03 17:57:55,39.76652,-70.88725,497.705
"EN608",19,2,2018-02-03 17:58:03,39.7665,-70.88728,498.118
"EN608",19,3,2018-02-03 18:03:22,39.7656,-70.88762,300.111
"EN608",19,4,2018-02-03 18:03:30,39.76558,-70.88762,300.604
"EN608",19,5,2018-02-03 18:07:26,39.76484,-70.8878,169.368
"EN608",19,6,2018-02-03 18:07:33,39.76482,-70.88782,169.547
"EN608",19,7,2018-02-03 18:10:17,39.76454,-70.88838,99.576
"EN608",19,8,2018-02-03 18:10:24,39.76454,-70.8884,99.163
"EN608",19,9,2018-02-03 18:12:45,39.76432,-70.88898,64.658
"EN608",19,10,2018-02-03 18:12:51,39.76429,-70.889,64.93
"EN608",19,11,2018-02-03 18:14:30,39.76402,-70.88918,54.634
"EN608",19,12,2018-02-03 18:14:38,39.76398,-70.8892,54.38
"EN608",19,13,2018-02-03 18:14:45,39.76394,-70.88922,54.332
"EN608",19,14,2018-02-03 18:14:52,39.76392,-70.88922,54.129
"EN608",19,15,2018-02-03 18:17:18,39.76352,-70.8898,24.829
"EN608",19,16,2018-02-03 18:17:26,39.7635,-70.88984,25.261
"EN608",19,17,2018-02-03 18:17:33,39.76348,-70.88985,24.89
"EN608",19,18,2018-02-03 18:20:11,39.7632,-70.88985,4.273
"EN608",19,19,2018-02-03 18:20:18,39.76318,-70.88984,3.737
"EN608",19,20,2018-02-03 18:20:24,39.76316,-70.88982,3.991
"EN608",19,21,2018-02-03 18:20:30,39.76316,-70.8898,4.054
"EN608",19,22,2018-02-03 18:20:37,39.76314,-70.8898,4.17
"EN608",19,23,2018-02-03 18:20:43,39.76314,-70.88978,3.956
"EN608",19,24,2018-02-03 18:20:50,39.76312,-70.88978,4.141
"EN608",20,1,2018-02-03 21:20:22,39.92668,-70.768,463.516
"EN608",20,2,2018-02-03 21:20:32,39.92664,-70.76796,462.935
"EN608",20,3,2018-02-03 21:20:38,39.92662,-70.76793,462.686
"EN608",20,4,2018-02-03 21:20:45,39.92658,-70.76792,462.996
"EN608",20,5,2018-02-03 21:20:51,39.92656,-70.7679,462.643
"EN608",20,6,2018-02-03 21:21:01,39.92652,-70.76787,462.274
"EN608",20,7,2018-02-03 21:32:29,39.92304,-70.77047,5.075
"EN608",21,1,2018-02-03 22:50:27,39.9304,-70.8875,456.167
"EN608",21,2,2018-02-03 22:50:35,39.93038,-70.8875,456.418
"EN608",21,3,2018-02-03 22:56:36,39.9292,-70.88688,298.193
"EN608",21,4,2018-02-03 22:56:42,39.92918,-70.88684,298.084
"EN608",21,5,2018-02-03 23:07:06,39.92689,-70.8864,159.789
"EN608",21,6,2018-02-03 23:07:15,39.92688,-70.8864,160.04
"EN608",21,7,2018-02-03 23:07:23,39.92686,-70.8864,160.258
"EN608",21,8,2018-02-03 23:10:44,39.92622,-70.88645,98.968
"EN608",21,9,2018-02-03 23:10:51,39.92619,-70.88644,99.487
"EN608",21,10,2018-02-03 23:13:37,39.92551,-70.88635,64.432
"EN608",21,11,2018-02-03 23:13:44,39.92548,-70.88634,64.781
"EN608",21,12,2018-02-03 23:16:18,39.92486,-70.88626,30.887
"EN608",21,13,2018-02-03 23:16:25,39.92484,-70.88626,30.549
"EN608",21,14,2018-02-03 23:16:31,39.92482,-70.88626,30.552
"EN608",21,15,2018-02-03 23:16:38,39.9248,-70.88626,30.794
"EN608",21,16,2018-02-03 23:18:35,39.92439,-70.88626,14.54
"EN608",21,17,2018-02-03 23:18:42,39.92436,-70.88625,14.706
"EN608",21,18,2018-02-03 23:18:49,39.92432,-70.88622,14.468
"EN608",21,19,2018-02-03 23:20:44,39.9239,-70.88616,5.186
"EN608",21,20,2018-02-03 23:20:51,39.92387,-70.88616,5.108
"EN608",21,21,2018-02-03 23:20:58,39.92384,-70.88616,5.341
"EN608",21,22,2018-02-03 23:21:06,39.92382,-70.88616,4.281
"EN608",21,23,2018-02-03 23:21:12,39.92378,-70.88616,5.051
"EN608",21,24,2018-02-03 23:21:19,39.92376,-70.88616,5.751
"EN608",22,1,2018-02-04 03:20:45,40.0841,-70.85508,146.936
"EN608",22,2,2018-02-04 03:20:54,40.08408,-70.85504,147.107
"EN608",22,3,2018-02-04 03:23:32,40.08362,-70.85428,130.533
"EN608",22,4,2018-02-04 03:23:39,40.0836,-70.85424,129.461
"EN608",22,5,2018-02-04 03:26:37,40.08298,-70.85335,100.143
"EN608",22,6,2018-02-04 03:26:51,40.08295,-70.85329,100.75
"EN608",22,7,2018-02-04 03:26:58,40.08292,-70.85324,100.877
"EN608",22,8,2018-02-04 03:29:28,40.08244,-70.85259,80.987
"EN608",22,9,2018-02-04 03:29:36,40.08242,-70.85255,81.264
"EN608",22,10,2018-02-04 03:35:21,40.08139,-70.8508,59.169
"EN608",22,11,2018-02-04 03:35:30,40.08137,-70.85075,59.467
"EN608",22,12,2018-02-04 03:35:39,40.08134,-70.8507,59.048
"EN608",22,13,2018-02-04 03:38:15,40.08084,-70.84986,41.089
"EN608",22,14,2018-02-04 03:38:27,40.0808,-70.84981,41.075
"EN608",22,15,2018-02-04 03:38:38,40.08077,-70.84976,41.176
"EN608",22,16,2018-02-04 03:41:50,40.08024,-70.84886,19.65
"EN608",22,17,2018-02-04 03:42:00,40.08022,-70.84882,19.948
"EN608",22,18,2018-02-04 03:42:08,40.0802,-70.84876,19.867
"EN608",22,19,2018-02-04 03:44:44,40.07988,-70.84775,5.18
"EN608",22,20,2018-02-04 03:44:54,40.07986,-70.84769,5.549
"EN608",22,21,2018-02-04 03:45:02,40.07984,-70.84764,7.224
"EN608",22,22,2018-02-04 03:45:10,40.07982,-70.84758,6.448
"EN608",22,23,2018-02-04 03:45:20,40.0798,-70.84752,7.305
"EN608",22,24,2018-02-04 03:45:29,40.07977,-70.84747,6.611
"EN608",23,1,2018-02-04 06:29:33,40.206,-70.86258,6.672
"EN608",24,1,2018-02-04 08:41:45,40.35478,-70.76336,4.818
"EN608",25,1,2018-02-04 10:59:53,40.5274,-70.88318,4.52777110174215
